inep_escola;codigo_escola;nome;latitude;longitude;cep;endereco;endereco_numero;endereco_complemento;bairro_codigo;bairro;telefone;fax;email;orgao_regional;regulamentacao;funcionamento_predio_escolar;funcionamento_templo;funcionamento_empresa;funcionamento_outras_escolas;funcionamento_galpao;funcionamento_outros;forma_ocupacao;agua_rede_publica;agua_poco_artesiano;agua_cacimba;agua_fonte;esgoto_rede_publica;esgoto_fossa;esgoto_inexistente;lixo_coleta_periodica;lixo_outra area;dependencia_diretoria;dependencia_professores;dependencia_secretaria;dependencia_laboratorio_informatica;dependencia_laboratorio_ciencias;dependencia_aee;dependencia_quadra_coberta;dependencia_quadra_descoberta;dependencia_cozinha;dependencia_biblioteca;dependencia_leitura;dependencia_parque_infantil;dependencia_bercario;dependencia_banheiro_fora;dependencia_banheiro_dentro;dependencia_banheiro_infantil;dependencia_banheiro_deficiencia;dependencia_vias_adequadas_deficiencia;dependencia_banheiro_chuveiro;dependencia_refeitorio;dependencia_despensa;dependencia_almoxarifado;dependencia_auditorio;dependencia_patio_coberto;dependencia_patio_descoberto;dependencia_alojamento_aluno;dependencia_alojamento_professor;dependencia_area_verde;dependencia_lavanderia;quantidade_salas_existentes;quantidade_salas_utilizadas_fora_e_dentro;equipamentos_televisao;equipamentos_videocassete;equipamentos_dvd;equipamentos_antena_parabolica;equipamentos_copiadora;equipamentos_retroprojetor;equipamentos_impressora;equipamentos_aparelho_som;equipamentos_projetor_multimidia;equipamentos_fax;equipamentos_maquina_fotografica;equipamentos_computadores;computadores_quantidade;computadores_qtd_administrativo;computadores_qtd_alunos;acesso_internet;banda_larga;total_funcionarios;brasil_alfabetizado;abre_finais_semana;modalidade_regular;modalidade_especial;modalidade_eja;regular_creche;regular_preescolar;regular_fundamental9;especial_fundamental9;especial_eja_fundamental;eja_fundamental;eja_projovem
26121913;282;ESCOLA MUNICIPAL LUTADORES DO BEM;-8,044047156;-34,87722366;50110400;CORONEL VIRGILIO DE MEDEIROS;65;;108;SANTO AMARO;33556318;;EMLUTADORESDOBEM@GMAIL.COM;1;1;1;0;0;0;0;0;3;1;0;0;0;1;0;0;1;0;1;1;1;1;0;0;0;0;1;0;1;0;0;0;1;0;1;1;1;0;0;1;0;1;1;0;0;0;0;7;7;3;;2;;;1;;;;;;1;13;4;9;1;1;39;0;0;1;0;1;0;1;1;0;0;1;0
26122464;285;ESCOLA MUNICIPAL SERVICO SOCIAL DE BELEM;-8,032486643;-34,89424179;52041260;RODOLFO DE HOLANDA;248;;175;ENCRUZILHADA;33554048;;EM.BELEM@EDUCARECIFE.COM.BR;1;1;0;1;0;0;0;0;;1;0;0;0;1;0;0;1;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;6;6;2;2;1;;;;1;;;;;1;17;5;12;1;1;38;0;0;1;0;0;0;1;1;0;0;0;0
26126966;288;ESCOLA MUNICIPAL PEDRINHO;-8,006893377;-34,9238117;50080090;CORREGO DO ARCANJO;118;;566;NOVA DESCOBERTA;33556857;34420515;EMPEDRINHO@HOTMAIL.COM;1;2;1;0;0;0;0;0;3;1;0;0;0;0;1;0;1;0;1;0;1;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;1;0;0;1;0;0;1;0;0;0;0;4;4;2;;;;;;1;;;;;1;18;5;13;0;;27;0;0;1;0;0;0;1;0;0;0;0;0
26121972;289;ESCOLA MUNICIPAL CIDADAO HERBERT DE SOUZA;-8,045693615;-34,88705058;50100130;ARNOBIO MARQUES;310;;108;SANTO AMARO;33554081;;;1;1;1;0;0;0;0;0;3;1;0;0;0;1;0;0;1;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;1;0;6;6;1;;1;;;;2;;;;;1;17;5;12;1;1;37;0;1;1;0;0;0;1;1;0;0;0;0
26123649;290;ESCOLA MUNICIPAL PAROQUIAL PROFESSORA PRIMITIVA DE BARROS SILVA;-8,083534949;-34,93809716;50781590;ATOR ELPIDIO CAMARA;122;;868;JARDIM SAO PAULO;33553446;32516358;ESCOLAPRIMITIVA@YAHOO.COM.BR;2;1;0;0;0;0;0;1;;1;0;0;0;1;0;0;1;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;6;6;1;;1;;;;1;;;;;1;11;3;8;1;1;37;0;0;1;0;0;0;1;1;0;0;0;0
26123088;291;ESCOLA MUNICIPAL EDITE BRAGA;-8,079111945;-34,90500688;50070080;NICOLAU PEREIRA;85;;779;AFOGADOS;33553692;;ANAC_PEIXOTO@HOTMAIL.COM;2;1;1;0;0;0;0;0;1;1;0;0;0;1;0;0;1;0;1;0;0;1;0;0;0;0;1;1;1;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;1;0;7;7;2;;1;;;;1;;;;;1;11;3;8;1;1;45;0;1;1;0;1;0;1;1;0;0;1;0
26127644;292;ESCOLA MUNICIPAL DOUTOR EBENEZER GUEIROS;-8,036876868;-34,93278694;50680160;DOUTOR ALVISIO BALTAR;69;;698;IPUTINGA;33556912;;;2;1;1;0;0;0;0;0;1;1;0;0;0;1;0;0;1;0;1;1;1;1;0;1;1;1;1;1;0;0;0;0;1;0;1;0;1;1;0;1;0;0;0;0;0;0;0;8;8;3;;2;;;1;1;;;;;1;19;6;13;0;;50;1;1;1;0;1;0;1;1;0;0;1;0
26127784;297;ESCOLA MUNICIPAL JOAO PESSOA GUERRA;-8,056134909;-34,95831048;50741490;ISAAC BURIL;107;;736;VARZEA;33553980;34532878;JPESSOAGUERRA@GAMIL.COM;2;1;1;0;0;0;0;0;3;1;0;0;0;1;0;0;1;0;1;1;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;0;1;1;1;0;0;1;1;0;0;0;0;6;6;1;;1;;;;1;;;;;1;11;3;8;1;1;30;0;1;1;0;1;0;1;1;0;0;1;0
26148161;298;ESCOLA MUNICIPAL EDUCADOR PAULO FREIRE;-8,110298941;-34,92375598;51350420;GENERAL BENTO DA GAMA;301;;213;IPSEP;33553952;33553953;EM.PAULOFREIRE@EDUCAR.COM.BR;2;1;1;0;0;0;0;0;1;1;0;0;0;1;0;0;1;0;1;1;1;1;0;1;1;1;1;1;0;1;0;0;1;1;1;0;1;0;1;1;0;1;0;0;0;0;0;13;13;3;;3;;;1;3;;;;;1;32;10;22;1;1;60;0;1;1;0;1;0;1;1;0;0;1;0
26158280;304;ESCOLA MUNICIPAL JARDIM UCHOA;-8,10082445;-34,93811438;50780270;JUPIATA;211;JARD UCHOA;850;AREIAS;34557013;33553620;EM.JARDIMUCHOA@EDUCARECIFE.COM;2;2;1;0;0;0;0;0;1;1;0;0;0;1;0;0;1;0;1;1;1;1;0;0;0;0;1;0;0;0;0;0;1;0;1;1;0;0;1;0;0;0;1;0;0;0;0;6;6;2;;1;;;;1;;;;;1;11;3;8;1;1;35;0;1;1;0;1;0;0;1;0;0;1;0
26122308;306;ESCOLA MUNICIPAL SEVERINA LIRA;-8,031336985;-34,90333419;52110070;DA BOA VONTADE;110;;191;TAMARINEIRA;33556958;;;1;1;0;0;0;0;0;1;;1;0;0;0;1;0;0;1;0;1;0;0;1;0;1;0;0;1;1;0;0;0;0;1;0;1;0;1;1;0;0;0;0;1;0;0;0;0;5;5;2;;2;;;;1;;;;;1;17;5;12;1;0;45;0;0;1;0;1;0;1;1;0;0;1;0
26155869;309;ESCOLA MUNICIPAL ENGENHEIRO HENOCH COUTINHO DE MELO;-8,084552378;-34,88508976;51010680;DAS OFICINAS;12;;256;BRASILIA TEIMOSA;33556847;33271194;HENOCHCOUTINHO@YAHOO.COM.BR;2;1;1;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;1;1;0;1;0;1;0;0;1;1;0;0;0;0;1;0;1;1;1;0;1;1;0;1;0;0;0;0;0;6;6;2;;1;;;1;1;;;;;1;16;5;11;1;1;34;1;1;1;0;1;0;0;1;0;0;0;1
26166658;310;ESCOLA MUNICIPAL DE CASA AMARELA;-8,009152581;-34,93234429;52191040;CORREGO DA AREIA;287;;582;MACAXEIRA;33554473;;;1;1;1;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;1;0;0;1;0;0;0;0;1;1;0;0;0;0;1;0;0;0;1;1;1;1;0;1;0;0;0;0;0;6;6;;;1;;;;1;;;;;1;11;3;8;1;1;29;0;0;1;0;0;0;0;1;0;0;0;0
26147300;312;ESCOLA MUNICIPAL NOSSA SENHORA DO PILAR;-8,057922828;-34,86995308;50030250;ALFREDO LISBOA;S/N;;19;RECIFE;33554528;33554000;EMNSP@HOTMAIL.COM;2;1;1;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;1;0;1;1;0;0;0;1;1;1;1;0;0;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;9;9;3;;;;;;;;;;;1;16;5;11;1;1;52;0;0;1;0;1;1;1;1;0;0;1;0
26145227;313;ESCOLA MUNICIPAL HISTORIADOR FLAVIO GUERRA - ANEXO I;-7,98536492;-34,92991682;52390040;ALTO DA TELHA;320;;400;PASSARINHO;33554504;;PASTORAJUCIARA@BOL.COM.BR;1;2;1;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;4;4;1;;;;;;;;;;;0;;;;;;49;0;0;1;0;0;0;1;1;0;0;0;0
26125560;314;ESCOLA MUNICIPAL PROFESSOR JOSE LOURENCO DE LIMA ANX I BALAO MAGICO;-8,122166987;-34,94100624;51240100;CASSIANO LEITE;651;;230;IBURA;33556996;;GRACABENEVIDE@HOTMAIL.COM;2;1;1;0;0;0;0;0;2;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4;4;1;;1;;;;;;;;;1;17;5;12;0;;13;0;0;1;0;1;0;1;1;0;0;1;0
26126419;318;ESCOLA MUNICIPAL PRESBITERO JOSE BEZERRA;-8,014967414;-34,93114793;52090260;NORTE MIGUEL ARRAES DE ALENCAR;7636;;582;MACAXEIRA;33554011;;EMPJB@HOTMAIL.COM;1;2;1;0;0;0;0;0;1;1;0;0;0;1;0;0;1;0;1;1;1;1;0;0;1;1;1;1;0;0;0;0;1;1;0;0;1;0;1;1;0;0;0;0;0;0;0;11;11;;;;;;;;;;;;1;14;4;10;1;1;55;0;1;1;0;1;0;1;1;0;0;1;0
26166593;321;ESCOLA MUNICIPAL ALTO DO PASCOAL;-8,014828;-34,902297;52111430;LADEIRA DE PEDRA;958;A PASCOAL;337;AGUA FRIA;33554220;33554221;EMALTODOPASCOAL@HOTMAIL.COM;1;2;1;0;0;0;0;0;1;1;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;3;;;1;;;;1;;;;;1;2;;2;1;1;62;0;1;1;0;0;0;0;1;0;0;0;0
26153475;331;ESCOLA MUNICIPAL VILA SANTA LUZIA;-8,049626086;-34,92100612;50711180;ELIZEU CAVALCANTI;52;;680;CORDEIRO;33553550;;VILASANTALUZIA@HOTMAIL.COM;2;1;1;0;0;0;0;0;1;0;0;1;0;1;0;0;1;0;1;1;1;1;0;0;0;0;1;1;0;0;0;0;1;0;1;1;1;0;0;1;0;0;0;0;0;0;0;12;12;1;;;;;;;;;;;1;11;3;8;1;1;80;0;0;1;0;1;0;1;1;0;0;1;0
26153599;332;ESCOLA MUNICIPAL PROFESSOR RICARDO GAMA;-8,007224301;-34,90436735;52131010;GUAIRA;160;;388;LINHA DO TIRO;33553690;;RICARDOGAMA11@YAHOO.COM;1;1;1;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;1;1;1;1;0;1;0;1;1;1;0;0;0;0;1;1;1;0;1;0;0;1;0;1;0;0;0;0;0;7;7;3;;1;;;;;;;;;1;20;6;14;1;1;64;0;1;1;0;1;0;1;1;0;0;1;1
26153556;333;ESCOLA MUNICIPAL MARLUCE SANTIAGO DA SILVA;-7,980495242;-34,91773669;52170010;CONCRIZ;S/N;;400;PASSARINHO;33554974;33554974;MSANTIAGOSILVA@HOTMAIL.COM;1;1;1;0;0;0;0;0;1;1;0;0;0;1;0;0;1;0;1;1;1;1;0;0;0;0;1;0;1;0;0;0;1;0;1;1;1;0;0;1;0;1;0;0;0;0;0;9;9;3;;1;;;;;;;;;1;14;4;10;1;1;55;0;1;1;0;1;0;1;1;0;0;1;0
26153424;334;ESCOLA MUNICIPAL DARCY RIBEIRO;-8,045548394;-34,92064946;50711280;ODETE MONTEIRO;450;;680;CORDEIRO;33554110;;;2;1;1;0;0;0;0;0;1;1;0;0;0;1;0;0;1;0;1;1;1;1;0;1;0;0;1;1;0;0;0;0;1;0;1;1;0;0;1;1;0;1;1;0;0;0;0;13;13;2;;;;;;2;;;;;1;13;4;9;1;1;81;0;1;1;0;1;0;1;1;0;0;1;0
26153386;335;ESCOLA MUNICIPAL PROFESSOR ANTONIO DE BRITO ALVES;-8,073734925;-34,91797669;50760002;ERNESTO CAVALCANTE;41;;787;MUSTARDINHA;33554899;33554898;;2;1;1;0;0;0;0;0;1;1;0;0;0;1;0;0;1;0;1;1;1;1;0;0;1;1;1;1;0;0;0;0;1;0;1;1;1;0;0;1;0;1;0;0;0;1;0;12;12;3;;1;1;1;1;2;;;;;1;29;9;20;1;1;79;0;1;1;0;1;0;0;1;0;0;1;0
26153297;336;ESCOLA MUNICIPAL PROFESSOR ENALDO MANOEL DE SOUZA;-8,134987035;-34,94027375;51260170;JURACY CAMARGO;S/N;;221;JORDAO;33553624;34629938;EM.ENALDOMANOEL@EDUCARECIFE.CO;2;1;1;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;1;1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;10;10;2;;;;;;;;;;;1;17;5;12;1;0;56;0;1;1;0;0;0;1;1;0;0;0;0
26154137;339;ESCOLA MUNICIPAL PROFESSOR POTIGUAR MATOS;-8,072733614;-34,92559547;50761350;VINTE E UM DE ABRIL;2191;;817;SAN MARTIN;33554998;33553054;EM.POTIGUARMATOS@EDUCAR.COM;2;1;1;0;0;0;0;0;1;1;0;0;0;1;0;0;1;0;1;1;1;1;0;1;0;0;1;1;0;0;0;0;1;1;1;1;0;0;1;1;1;1;1;0;0;0;0;8;8;3;;1;;;;1;;;;;1;13;4;9;1;1;43;0;0;1;0;1;0;1;1;0;0;1;1
26155850;340;ESCOLA MUNICIPAL DINA DE OLIVEIRA;-8,030355773;-34,9348591;50731370;SAO MATEUS;S/N;;698;IPUTINGA;33554204;33554205;LENINAOLIVEIRA@GMAIL.COM;2;1;1;0;0;0;0;0;1;1;0;0;0;1;0;0;1;0;1;1;1;1;0;1;1;1;1;1;1;0;0;0;1;0;0;1;1;1;1;1;1;1;1;0;0;1;0;16;16;2;;1;;2;1;3;;;;;1;36;11;25;1;1;106;1;1;1;0;1;0;0;1;0;0;1;1
26154820;341;ESCOLA MUNICIPAL PROFESSOR SOLANO MAGALHAES;-8,087609805;-34,89342294;51110200;JEMIL ASFORA;S/N;;248;PINA;33553985;;MANA_CUNHA@IG.COM.BR;2;1;1;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;1;1;1;1;0;1;1;1;1;1;0;0;0;0;1;1;1;1;0;0;1;1;0;1;0;0;0;0;0;9;9;2;;1;;;;1;;;;;1;18;5;13;1;1;40;0;1;1;0;1;0;1;1;0;1;1;0
26158752;342;ESCOLA MUNICIPAL CORREGO DO EUCLIDES;-8,014919663;-34,9147173;52080000;CORREGO DO EUCLIDES;1231;;558;VASCO DA GAMA;33553494;;;1;2;1;0;0;0;0;0;1;1;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;3;3;3;;1;;;;;;;;;1;26;8;18;1;1;37;0;1;1;0;1;0;0;1;0;0;1;0
26155818;346;ESCOLA MUNICIPAL PROFESSORA JANDIRA BOTELHO PEREIRA DA COSTA;-8,023999882;-34,87781893;52040320;FARIAS NEVES;SN;;280;CAMPO GRANDE;33554508;;JANDIRA.BOTELHO.PE@GMAIL.COM;1;1;1;0;0;0;0;0;1;1;0;0;0;1;0;0;1;0;1;1;1;1;0;1;0;0;1;1;0;0;0;0;1;0;1;0;0;0;1;1;0;1;0;0;0;1;0;14;14;2;;1;;;;;;;;;1;8;2;6;0;;74;0;0;1;0;0;0;1;1;0;0;0;0
26157845;347;ESCOLA MUNICIPAL PROFESSOR JOAO BATISTA LIPPO NETO;-8,035415396;-34,9901254;50960460;BARAO DE CERRO LARGO;S/N;;736;VARZEA;33550086;34587545;MSA.MARTA@GMAIL.COM;2;1;1;0;0;0;0;0;1;1;0;0;0;1;0;0;1;0;1;1;1;1;0;0;0;0;1;1;0;0;0;0;1;0;1;0;1;1;1;1;0;1;0;0;0;0;0;12;12;1;;1;;;1;1;;;;;1;20;6;14;0;;65;0;1;1;0;1;0;1;1;0;0;1;0
26157888;348;ESCOLA MUNICIPAL PASTOR JOSE MUNGUBA SOBRINHO;-8,13948281;-34,92866712;51250100;SILVA JARDIM;145;;221;JORDAO;33554069;34619785;E.M.PASTORMUNGUBA@HOTMAIL.COM;2;2;1;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;1;1;1;1;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;6;6;3;;1;;;;2;;;;;1;18;5;13;1;1;33;0;0;1;0;1;0;0;1;0;0;1;0
26164701;354;ESCOLA MUNICIPAL PARQUE DOS MILAGRES;-8,117281854;-34,95429264;51340080;CANTOR LEANDRO;S/N;;230;IBURA;33556562;;AZENATEGOMES@GMAIL.COM;2;1;1;0;0;0;0;0;3;1;0;0;0;0;1;0;1;0;0;0;1;1;0;1;0;0;1;0;0;0;0;1;1;1;0;1;0;0;1;1;0;1;0;0;0;0;0;12;12;1;;;;;;;;;;;1;10;3;7;1;1;34;0;0;1;0;0;0;1;1;0;0;0;0
26167808;360;ESCOLA MUNICIPAL SERRA DA PRATA;-8,129996358;-34,95408301;51330530;PESSEGUEIROS;20;UR 05;230;IBURA;33556018;;EMSERRADAPRATA@GMAIL.COM;2;1;1;0;0;0;0;0;2;1;0;0;0;0;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0;0;0;14;14;;;1;;;;;;;;;1;11;3;8;1;0;39;0;1;1;0;0;0;1;1;0;0;0;0
26158302;365;ESCOLA MUNICIPAL PROFESSOR JOAO FRANCISCO DE SOUZA;-8,03575677;-34,9735447;50970250;EXPEDICIONARIO JORGE DA COSTA LIMA;39;UR07;736;VARZEA;33550100;;;2;2;1;0;0;0;0;0;2;1;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;11;11;2;;1;;;1;;;;;;1;19;6;13;1;0;30;0;0;1;0;0;0;1;1;0;0;0;0
26158310;371;ESCOLA MUNICIPAL ISAAC PEREIRA DA SILVA;-8,093358689;-34,93481686;50870650;OITICICA LINS;S/N;;850;AREIAS;33554012;32516194;EMIPS_2009@HOTMAIL.COM;2;1;1;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;1;1;1;1;0;1;0;0;1;1;0;0;0;0;1;0;1;1;1;0;1;1;0;1;0;0;0;0;0;6;6;2;;;;;;1;;;;;1;13;4;9;1;1;57;0;0;1;0;1;0;1;1;0;0;1;0
26164361;372;ESCOLA MUNICIPAL JOSE MUCIO MONTEIRO;-8,124776163;-34,95336013;51320540;JOAO RIO BRANCO DE LIMA;125;;230;IBURA;33553609;34770203;ESCOLAJOSEMUCIO@GMAIL.COM;2;1;1;0;0;0;0;0;1;1;0;0;0;1;0;0;1;0;1;1;1;1;0;0;0;0;1;0;1;0;0;0;1;0;0;0;1;1;1;1;0;0;0;0;0;0;0;8;8;2;;1;;;;;;;;;1;18;5;13;1;1;58;0;1;1;0;1;0;1;1;0;0;1;0
26158299;373;ESCOLA MUNICIPAL PROFESSOR JULIO DE OLIVEIRA;-8,099414952;-34,90835657;51150230;DEZESSEIS;S/N;RES CAFESO;264;IMBIRIBEIRA;33553510;;;2;2;1;0;0;0;0;0;1;1;0;0;0;1;0;0;1;0;1;1;1;1;0;1;0;1;1;1;0;0;0;1;1;0;1;1;1;1;0;1;0;1;0;0;0;0;0;12;12;3;;1;;;;3;;;;;1;19;6;13;1;1;77;0;1;1;0;1;0;1;1;0;0;1;0
26158329;374;ESCOLA MUNICIPAL DEPUTADO EDSON CANTARELLI;-8,129888116;-34,93865216;51240320;RUBINEIA;49;;221;JORDAO;33553788;33427168;EMDEC2@GMAIL.COM;2;2;1;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;1;1;1;0;1;0;0;1;1;0;0;0;0;1;0;0;0;1;1;0;1;0;1;0;0;0;0;0;7;7;2;;1;;;1;2;;;;;1;22;7;15;1;1;41;0;1;1;0;1;0;0;1;0;0;1;0
26158370;375;ESCOLA MUNICIPAL PROFESSOR ORLANDO PARAHYM;-8,12756921;-34,94728879;51300161;SOLDADO VIRGILIO LUCIO;104;UR4;884;COHAB;33556002;34771697;;2;2;1;0;0;0;0;0;1;1;0;0;0;1;0;0;1;0;1;0;1;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;1;0;1;0;0;0;0;0;6;6;2;;1;;;;1;;;;;1;12;3;9;1;1;29;0;1;1;0;0;0;1;1;0;0;0;0
26166666;376;ESCOLA MUNICIPAL PROFESSOR JOSE SOARES DA SILVA;-8,006818955;-34,92329953;52090080;BARAO DE BOTOVI;5785;;566;NOVA DESCOBERTA;33554084;33554086;;1;2;1;0;0;0;0;0;1;1;0;0;0;1;0;0;1;0;1;1;1;1;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;1;1;1;0;1;0;0;0;0;0;8;8;1;;;;;;1;;;;;1;19;6;13;1;1;39;0;0;1;0;0;0;0;1;0;0;0;0
26175878;377;CRECHE MUNICIPAL CELESTE VIDAL;-7,996782;-34,955838;52291655;JARDIM ELDORADO;275;A;418;GUABIRABA;33550212;;;1;1;1;0;0;0;0;0;3;1;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;1;1;0;0;1;0;1;1;0;0;1;0;0;0;0;4;4;1;;;;;;;;;;;1;1;;1;0;;26;0;0;1;0;0;1;1;0;0;0;0;0
26175371;378;ESCOLA MUNICIPAL ANEXA CASA AMARELA;-8,000927;-34,925854;52191050;SANHARO;10;;566;NOVA DESCOBERTA;33554910;;;1;2;1;0;0;0;0;0;2;1;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;3;3;;;;;;;;;;;;1;22;7;15;1;1;24;0;0;1;0;0;0;1;0;0;0;0;0
26175355;379;ESCOLA MUNICIPAL PROFESSORA HELIA MARIA PEREIRA;-8,036861944;-34,88035002;52031212;ALICE GOMES;37;;280;CAMPO GRANDE;33553414;;;1;2;1;0;0;0;0;0;1;1;0;0;0;1;0;0;1;0;1;0;1;1;0;0;0;0;1;0;1;1;0;0;1;1;0;0;1;0;1;1;0;0;1;0;0;0;1;4;4;1;;1;;;;;;;;;1;1;;1;1;1;22;0;0;1;0;0;0;1;0;0;0;0;0
26175398;380;ESCOLA MUNICIPAL MERCIA DE ALBUQUERQUE FERREIRA;-8,065644075;-34,9062788;50750230;TABAIARES;182;;760;ILHA DO RETIRO;33554076;33554077;;2;2;1;0;0;0;0;0;1;1;0;0;0;1;0;0;1;0;1;1;1;1;0;0;0;0;1;1;0;0;0;0;1;0;0;0;1;0;1;1;0;1;0;0;0;0;0;6;6;1;;;;;;;;;;;1;11;3;8;1;1;37;0;0;1;0;0;0;1;1;0;0;0;0
26175363;382;ESCOLA MUNICIPAL CECILIA MEIRELLES;-8,015281645;-34,92923584;52090300;MADRE LINCH;189;PC BURITI;582;MACAXEIRA;33554914;;CACALSIMONE38@GMAIL.COM;1;2;1;0;0;0;0;0;1;1;0;0;0;1;0;0;1;0;0;0;1;1;0;0;0;0;1;0;1;1;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0;1;0;6;6;1;;;;;;;;;;;1;11;3;8;1;1;70;0;1;1;0;1;0;1;1;0;0;1;0
26175347;384;ESCOLA MUNICIPAL FREI TADEU GLASER;-8,043453868;-34,88539373;50110110;AGAMENON MAGALHAES;600;;108;SANTO AMARO;33553576;;EM.TADEUGLASER@EDUCARECIFE.COM;1;2;1;0;0;0;0;0;2;1;0;0;0;1;0;0;1;0;1;1;1;1;0;0;0;0;1;1;1;1;0;0;1;1;0;0;1;0;1;1;0;1;0;0;0;0;0;4;4;1;;1;;;;;;;;;1;9;2;7;1;1;30;0;0;1;0;0;0;1;0;0;0;0;0
26128950;385;ESCOLA MUNICIPAL IRMA TEREZINHA BATISTA - ANEXO I;-8,015193855;-34,88208793;52121010;DOS CRAVEIROS;273;;310;CAMPINA DO BARRETO;33554954;;EM.TEREZINHABATISTA@EDUCARECIF;1;1;0;0;0;0;0;1;;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;4;4;1;;1;;;;;;;;;0;;;;;;16;0;0;1;0;0;0;1;1;0;0;0;0
26177820;387;CRECHE MUNICIPAL VILA DOS MILAGRES;-8,115030817;-34,94541144;51345600;SAO MIGUEL;14;;230;IBURA;33554866;;;2;2;1;0;0;0;0;0;1;1;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;1;0;1;1;0;0;1;0;0;0;1;2;2;1;;1;;;;1;;;;;1;2;;2;0;;24;0;0;1;0;0;1;0;0;0;0;0;0
26177978;395;ESCOLA MUNICIPAL NOVA MORADA - ANEXO I;-8,025697612;-34,95244838;50980685;ELIANE FRAGOSO DO NASCIMENTO;87;;744;CAXANGA;33556326;;EM_NOVAMORADA@YAHOO.COM.BR;2;2;1;0;0;0;0;0;2;1;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4;4;;;;;;;;;;;;0;;;;;;16;0;0;1;0;0;0;1;1;0;0;0;0
26122898;397;ESCOLA MUNICIPAL DO COQUE - ANEXO II;-8,071536171;-34,90014956;50080320;MIRANDOPOLIS;24;;43;ILHA JOANA BEZERRA;33553636;;;2;2;1;0;0;0;0;0;2;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;;;;;;;;;;;;0;;;;;;14;0;0;1;0;0;0;0;1;0;0;0;0
26212412;399;CRECHE MUNICIPAL PROFESSOR PAULO ROSAS;-8,056328061;-34,95617266;50740540;PROFESSOR LUIZ FREIRE;SN;;728;CIDADE UNIVERSITARIA;33554348;21267073;CMEI.PAULOROSAS@EDUCARECIFE.CO;2;2;1;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;1;1;1;0;0;0;0;0;1;1;0;1;1;0;1;1;0;0;1;1;1;1;0;0;0;0;0;1;1;5;5;;;;;;;;;;;;1;1;;1;0;;73;0;0;1;0;0;1;1;0;0;0;0;0
